Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,144.029999,144.309998,141.690002,142.089996,128.702072,3902700
2021-01-12,141.630005,142.000000,139.449997,141.429993,128.104233,5150000
2021-01-13,141.119995,143.240005,141.000000,142.589996,129.154968,4361600
2021-01-14,141.479996,142.440002,141.070007,141.759995,128.403122,4724700
2021-01-15,141.449997,142.600006,140.529999,141.389999,128.068039,4309100
2021-01-19,142.380005,142.580002,141.440002,142.059998,128.674896,5158600
2021-01-20,141.039993,141.779999,139.919998,141.330002,128.013657,5019300
2021-01-21,140.289993,140.789993,138.740005,139.610001,126.455727,5684100
2021-01-22,139.500000,139.539993,138.229996,138.589996,125.531830,4014900
2021-01-25,138.059998,140.330002,137.580002,140.179993,126.972054,3829000
2021-01-26,141.309998,142.089996,139.750000,141.800003,128.439377,4242500
2021-01-27,140.509995,142.330002,137.550003,138.039993,125.033646,6659800
2021-01-28,138.830002,140.789993,137.759995,139.190002,126.075310,5514000
2021-01-29,138.110001,138.460007,136.009995,136.570007,123.702179,6778100
2021-02-01,136.979996,137.960007,135.899994,136.979996,124.073517,4185700
2021-02-02,137.449997,139.529999,136.600006,138.380005,125.341629,3581600
2021-02-03,137.750000,138.949997,137.070007,138.020004,125.015541,3609600
2021-02-04,137.750000,139.759995,137.750000,139.679993,126.519127,3860300
2021-02-05,140.490005,142.119995,139.729996,140.960007,127.678543,4437900
2021-02-08,141.190002,141.809998,139.500000,140.399994,127.171288,4112200
2021-02-09,141.130005,141.149994,139.490005,139.600006,126.446686,3179300
2021-02-10,141.119995,141.119995,136.759995,137.699997,124.725662,6966600
2021-02-11,137.850006,138.210007,134.339996,134.970001,122.252914,7528000
2021-02-12,135.259995,135.600006,133.449997,133.869995,121.256554,5659300
2021-02-16,134.559998,134.809998,133.399994,134.380005,121.718529,5180100
2021-02-17,134.059998,135.070007,133.860001,134.460007,121.790985,3353000
2021-02-18,134.070007,135.699997,133.910004,135.369995,122.615227,3935200
2021-02-19,135.009995,135.119995,132.289993,132.509995,120.024689,5414900
2021-02-22,132.039993,132.600006,130.759995,131.990005,119.553711,5792900
2021-02-23,132.649994,134.339996,131.300003,132.779999,120.269257,6264300
2021-02-24,131.850006,132.289993,131.199997,132.089996,119.644257,4944000
2021-02-25,131.350006,132.089996,129.800003,130.000000,117.751198,5702300
2021-02-26,130.570007,130.869995,128.570007,129.190002,117.017509,8329000
2021-03-01,130.610001,131.970001,130.339996,130.619995,118.312759,5287300
2021-03-02,130.500000,132.029999,130.380005,131.070007,118.720390,5614000
2021-03-03,129.800003,130.529999,128.979996,129.139999,116.972244,7505800
2021-03-04,129.250000,131.750000,128.320007,128.830002,117.623199,9102800
2021-03-05,129.639999,133.410004,129.190002,133.029999,121.457870,10186500
2021-03-08,133.229996,134.179993,131.990005,132.130005,120.636116,8634900
2021-03-09,132.940002,133.910004,132.000000,132.250000,120.745674,8930200
2021-03-10,132.520004,134.470001,130.539993,133.580002,121.960007,7791700
2021-03-11,133.350006,134.580002,133.100006,133.220001,121.631325,4458900
2021-03-12,133.119995,133.789993,132.639999,133.039993,121.466972,5275100
